Date and Time,Percipitation,Temperature,Wind_speed,Wind_direction
4/12/2021 3:00,0,14.1,3.2,East-northeast
4/12/2021 4:00,0,15.9,2.4,East
4/12/2021 5:00,0,16.1,5.4,East
4/12/2021 6:00,0,15.1,3.4,East
4/12/2021 7:00,0,17,3.3,Northeast
4/12/2021 8:00,0,17.5,2,East-northeast
4/12/2021 9:00,0,20.2,1.9,East
4/12/2021 10:00,0,20.3,4,Northeast
4/12/2021 11:00,0,19.7,5.7,East-northeast
4/12/2021 12:00,0,18.9,4.2,South-southwest
4/12/2021 13:00,0,17.5,3.1,South-southwest
4/12/2021 14:00,0,19.1,0.5,East-northeast
4/12/2021 15:00,0,18.6,2.7,West-southwest
4/12/2021 16:00,0,17.7,1.3,East-southeast
4/12/2021 17:00,0,17.6,1.8,East-southeast
4/12/2021 18:00,0.5,15.6,0,Quiet
4/12/2021 19:00,0.5,16.5,3.2,East-northeast
4/12/2021 20:00,0,16.2,2.7,South-southwest
4/12/2021 21:00,0.5,14.6,1.2,West-southwest
4/12/2021 22:00,0.5,15.5,1.6,North-northwest
4/12/2021 23:00,1,15.3,1.5,North-northeast
44299,1,14.5,0.4,South-southwest
4/13/2021 1:00,0,16.5,1.1,South
4/13/2021 2:00,0,14.8,1.7,Southwest
4/13/2021 3:00,0,15.4,2.2,East
4/13/2021 4:00,0.5,17.6,0.9,South
4/13/2021 5:00,0,16.1,1,East
4/13/2021 6:00,1,16.6,1.4,East
4/13/2021 7:00,1,15.8,1.3,West
4/13/2021 8:00,0,16.1,1.6,West-northwest
4/13/2021 9:00,0,16.7,1.3,North-northwest
4/13/2021 10:00,0,16.9,0.6,West
4/13/2021 11:00,0,17,0.8,North
4/13/2021 12:00,0.5,17.2,0.3,East-northeast
4/13/2021 13:00,0.5,16.8,1.6,West-southwest
4/13/2021 14:00,0,16.7,4.7,West-southwest
4/13/2021 15:00,0,16.6,3.5,South-southwest
4/13/2021 16:00,0,16.9,3.3,Southwest
4/13/2021 17:00,0,17.9,3.4,South-southwest
4/13/2021 18:00,0,15.9,2.2,South-southwest
4/13/2021 19:00,0,15.2,2.8,South-southwest
4/13/2021 20:00,0,14.3,2.4,South-southwest
4/13/2021 21:00,0,14,2.3,South-southwest
4/13/2021 22:00,0,13.9,1.6,West-southwest
4/13/2021 23:00,0,13.4,1.4,Northwest
44300,0,13.1,1.5,Northwest
4/14/2021 1:00,0,12.6,1.1,North-northwest
4/14/2021 2:00,0,11.5,0,Quiet
4/14/2021 3:00,0,10.2,0.3,Northwest
4/14/2021 4:00,0,9,0.2,Quiet
4/14/2021 5:00,0,9.5,1.9,West-northwest
4/14/2021 6:00,0,9,2.4,North
4/14/2021 7:00,0,9.9,1.5,Northeast
4/14/2021 8:00,0,11.4,2.7,North-northwest
4/14/2021 9:00,0,11.2,1,East
4/14/2021 10:00,0,12.8,1.6,West-northwest
4/14/2021 11:00,0,14.5,2.9,Northwest
4/14/2021 12:00,0,14.8,3.4,West-northwest
4/14/2021 13:00,0,15.2,4,West-northwest
4/14/2021 14:00,0,15.7,3.4,West-southwest
4/14/2021 15:00,0,16.6,4.5,West-northwest
4/14/2021 16:00,0,15.7,5.8,Northwest
4/14/2021 17:00,0,14.8,5.2,Northwest
4/14/2021 18:00,0,13.5,4.2,North-northwest
4/14/2021 19:00,0,11.8,2.9,North-northwest
4/14/2021 20:00,0,11.3,3.3,North-northeast
4/14/2021 21:00,0,9.8,4.4,Northeast
4/14/2021 22:00,0,8.9,3.6,Northeast
4/14/2021 23:00,0,8.8,3,North
44301,0,8.9,3.1,North-northeast
4/15/2021 1:00,0,8.1,3.4,North-northeast
4/15/2021 2:00,0,5,3.1,East-northeast
4/15/2021 3:00,0,5.9,4.3,East-northeast
4/15/2021 4:00,0,4.3,3.6,Northeast
4/15/2021 5:00,0,5.1,3.3,East-northeast
4/15/2021 6:00,0,3.7,0.9,Northwest
4/15/2021 7:00,0,8.6,2.8,North-northeast
4/15/2021 8:00,0,11.4,1,Southwest
4/15/2021 9:00,0,12.4,0.8,Southeast
4/15/2021 10:00,0,15.2,0.9,West
4/15/2021 11:00,0,16.8,0.9,Southwest
4/15/2021 12:00,0,18.7,2.2,West-northwest
4/15/2021 13:00,0,19.8,2.7,Northwest
4/15/2021 14:00,0,20,2.2,West-northwest
4/15/2021 15:00,0,20.7,4,West-southwest
4/15/2021 16:00,0,20.1,3.9,West-southwest
4/15/2021 17:00,0,18.6,3.8,West-southwest
4/15/2021 18:00,0,17.2,2.5,Southwest
4/15/2021 19:00,0,15.9,1.7,South
4/15/2021 20:00,0,14,3.5,East
4/15/2021 21:00,0,12.6,2.1,North-northeast
4/15/2021 22:00,0,12.6,3.9,East-northeast
4/15/2021 23:00,0,12.4,3.1,Northeast
44302,0,10.3,2.6,East-northeast
4/16/2021 1:00,0,10,1.7,East-northeast
4/16/2021 2:00,0,11.8,1.8,West-northwest
4/16/2021 3:00,0,12,2.4,East
4/16/2021 4:00,0,12.5,1.5,West-northwest
4/16/2021 5:00,0,12,1.2,North-northeast
4/16/2021 6:00,0,12.1,0.9,East-northeast
4/16/2021 7:00,0,12.3,1.8,West
4/16/2021 8:00,0,13.8,1,East-southeast
4/16/2021 9:00,0,16.2,2.7,Southwest
4/16/2021 10:00,0,15.8,1.6,South-southwest
4/16/2021 11:00,0,16.4,2.2,South-southwest
4/16/2021 12:00,0,16.2,0.8,Southeast
4/16/2021 13:00,0,15.4,1.7,North-northeast
4/16/2021 14:00,0,17.2,0.7,North-northwest
4/16/2021 15:00,0,18.1,1,North
4/16/2021 16:00,0,18.2,1.4,North-northwest
4/16/2021 17:00,0,15.8,3.4,Northeast
4/16/2021 18:00,0,16.3,3,East
4/16/2021 19:00,0,15.4,1.8,East-northeast
4/16/2021 20:00,0,14.6,1.3,North-northwest
4/16/2021 21:00,0,15.3,1.7,East
4/16/2021 22:00,0,14.8,0.7,Northwest
4/16/2021 23:00,0,15,1.6,Southeast
44303,0,14.9,1.1,West-northwest
